fold,train_end,test_start,test_end,n_train,n_test,mse,hit
0,2009-10-14,2009-11-12,2010-02-03,1240,60,0.00010157949145650491,0.5666666666666667
1,2010-01-06,2010-02-04,2010-04-28,1300,60,4.980330413673073e-05,0.65
2,2010-03-31,2010-04-29,2010-07-21,1360,60,0.0002844856062438339,0.4666666666666667
3,2010-06-23,2010-07-22,2010-10-13,1420,60,0.00011090861517004669,0.5166666666666667
4,2010-09-15,2010-10-14,2011-01-05,1480,60,5.711211997549981e-05,0.38333333333333336
5,2010-12-08,2011-01-06,2011-03-30,1540,60,6.781321280868724e-05,0.5166666666666667
6,2011-03-02,2011-03-31,2011-06-22,1600,60,5.7182311138603836e-05,0.5
7,2011-05-25,2011-06-23,2011-09-14,1660,60,0.00044022052315995097,0.3
8,2011-08-17,2011-09-15,2011-12-07,1720,60,0.00032036693301051855,0.5
9,2011-11-09,2011-12-08,2012-02-29,1780,60,5.611392407445237e-05,0.5166666666666667
10,2012-02-01,2012-03-01,2012-05-23,1840,60,6.126533116912469e-05,0.5833333333333334
11,2012-04-25,2012-05-24,2012-08-15,1900,60,0.00010538842616369948,0.45
12,2012-07-18,2012-08-16,2012-11-07,1960,60,5.102863724459894e-05,0.5666666666666667
13,2012-10-10,2012-11-08,2013-01-30,2020,60,6.923617183929309e-05,0.4
14,2013-01-02,2013-01-31,2013-04-24,2080,60,7.069704588502645e-05,0.35
15,2013-03-27,2013-04-25,2013-07-17,2140,60,7.2178227128461e-05,0.45
16,2013-06-19,2013-07-18,2013-10-09,2200,60,4.494977110880427e-05,0.48333333333333334
17,2013-09-11,2013-10-10,2014-01-01,2260,60,3.460926382103935e-05,0.48333333333333334
18,2013-12-04,2014-01-02,2014-03-26,2320,60,6.730575114488602e-05,0.55
19,2014-02-26,2014-03-27,2014-06-18,2380,60,3.521401959005743e-05,0.6333333333333333
20,2014-05-21,2014-06-19,2014-09-10,2440,60,3.292337351012975e-05,0.4166666666666667
21,2014-08-13,2014-09-11,2014-12-03,2500,60,8.10983547125943e-05,0.4166666666666667
22,2014-11-05,2014-12-04,2015-02-25,2560,60,8.920926484279335e-05,0.45
23,2015-01-28,2015-02-26,2015-05-20,2620,60,6.84871047269553e-05,0.48333333333333334
24,2015-04-22,2015-05-21,2015-08-12,2680,60,4.8220859753200784e-05,0.5666666666666667
25,2015-07-15,2015-08-13,2015-11-04,2740,60,0.00018414664373267442,0.55
26,2015-10-07,2015-11-05,2016-01-27,2800,60,0.00014414759061764926,0.4666666666666667
27,2015-12-30,2016-01-28,2016-04-20,2860,60,9.827060421230271e-05,0.4166666666666667
28,2016-03-23,2016-04-21,2016-07-13,2920,60,9.907171624945477e-05,0.48333333333333334
29,2016-06-15,2016-07-14,2016-10-05,2980,60,4.011912824353203e-05,0.5
30,2016-09-07,2016-10-06,2016-12-28,3040,60,3.112586637143977e-05,0.5666666666666667
31,2016-11-30,2016-12-29,2017-03-22,3100,60,3.219683640054427e-05,0.4166666666666667
32,2017-02-22,2017-03-23,2017-06-14,3160,60,2.2911797714186832e-05,0.5666666666666667
33,2017-05-17,2017-06-15,2017-09-06,3220,60,2.6372701540822163e-05,0.4166666666666667
34,2017-08-09,2017-09-07,2017-11-29,3280,60,2.1511250452022068e-05,0.3333333333333333
35,2017-11-01,2017-11-30,2018-02-21,3340,60,0.00010506992839509621,0.4666666666666667
36,2018-01-24,2018-02-22,2018-05-16,3400,60,0.00011828781862277538,0.4666666666666667
37,2018-04-18,2018-05-17,2018-08-08,3460,60,3.279233715147711e-05,0.4166666666666667
38,2018-07-11,2018-08-09,2018-10-31,3520,60,9.32892580749467e-05,0.45
39,2018-10-03,2018-11-01,2019-01-23,3580,60,0.00021231976279523224,0.43333333333333335
40,2018-12-26,2019-01-24,2019-04-17,3640,60,3.640812064986676e-05,0.5833333333333334
41,2019-03-20,2019-04-18,2019-07-10,3700,60,6.588661926798522e-05,0.38333333333333336
42,2019-06-12,2019-07-11,2019-10-02,3760,60,0.0001018715847749263,0.5333333333333333
43,2019-09-04,2019-10-03,2019-12-25,3820,60,3.378785913810134e-05,0.35
44,2019-11-27,2019-12-26,2020-03-18,3880,60,0.0009724727715365589,0.5166666666666667
45,2020-02-19,2020-03-19,2020-06-10,3940,60,0.0006329715251922607,0.5333333333333333
46,2020-05-13,2020-06-11,2020-09-02,4000,60,0.00010061276407213882,0.6166666666666667
47,2020-08-05,2020-09-03,2020-11-25,4060,60,0.00016028758545871824,0.5166666666666667
48,2020-10-28,2020-11-26,2021-02-17,4120,60,6.66107953293249e-05,0.4666666666666667
49,2021-01-20,2021-02-18,2021-05-12,4180,60,9.382193820783868e-05,0.48333333333333334
50,2021-04-14,2021-05-13,2021-08-04,4240,60,4.7292865929193795e-05,0.4
51,2021-07-07,2021-08-05,2021-10-27,4300,60,5.9090474678669125e-05,0.4
52,2021-09-29,2021-10-28,2022-01-19,4360,60,8.628495561424643e-05,0.5166666666666667
53,2021-12-22,2022-01-20,2022-04-13,4420,60,0.00019136606715619564,0.5333333333333333
54,2022-03-16,2022-04-14,2022-07-06,4480,60,0.0003364862932357937,0.5166666666666667
55,2022-06-08,2022-07-07,2022-09-28,4540,60,0.00018344380077905953,0.5
56,2022-08-31,2022-09-29,2022-12-21,4600,60,0.000247389281867072,0.5166666666666667
