fold,train_end,test_start,test_end,n_train,n_test,mse,hit
0,2009-10-14,2009-11-12,2010-02-03,1240,60,5.613448956864886e-05,0.55
1,2010-01-06,2010-02-04,2010-04-28,1300,60,9.973362466553226e-05,0.4
2,2010-03-31,2010-04-29,2010-07-21,1360,60,0.000129246327560395,0.45
3,2010-06-23,2010-07-22,2010-10-13,1420,60,0.0001253641676157713,0.4666666666666667
4,2010-09-15,2010-10-14,2011-01-05,1480,60,0.00028093764558434486,0.4666666666666667
5,2010-12-08,2011-01-06,2011-03-30,1540,60,6.741106335539371e-05,0.5
6,2011-03-02,2011-03-31,2011-06-22,1600,60,5.833078466821462e-05,0.5666666666666667
7,2011-05-25,2011-06-23,2011-09-14,1660,60,0.0002636374847497791,0.5833333333333334
8,2011-08-17,2011-09-15,2011-12-07,1720,60,0.0002487903693690896,0.5
9,2011-11-09,2011-12-08,2012-02-29,1780,60,0.0001380131725454703,0.45
10,2012-02-01,2012-03-01,2012-05-23,1840,60,8.191399683710188e-05,0.6
11,2012-04-25,2012-05-24,2012-08-15,1900,60,9.07036810531281e-05,0.5166666666666667
12,2012-07-18,2012-08-16,2012-11-07,1960,60,7.993162580532953e-05,0.5333333333333333
13,2012-10-10,2012-11-08,2013-01-30,2020,60,6.473834946518764e-05,0.45
14,2013-01-02,2013-01-31,2013-04-24,2080,60,5.467303708428517e-05,0.5333333333333333
15,2013-03-27,2013-04-25,2013-07-17,2140,60,0.0001086535194190219,0.48333333333333334
16,2013-06-19,2013-07-18,2013-10-09,2200,60,7.439143519150093e-05,0.45
17,2013-09-11,2013-10-10,2014-01-01,2260,60,5.7381981605431065e-05,0.4
18,2013-12-04,2014-01-02,2014-03-26,2320,60,5.653444168274291e-05,0.35
19,2014-02-26,2014-03-27,2014-06-18,2380,60,3.4566612157505006e-05,0.55
20,2014-05-21,2014-06-19,2014-09-10,2440,60,5.205661727814004e-05,0.48333333333333334
21,2014-08-13,2014-09-11,2014-12-03,2500,60,5.438867810880765e-05,0.38333333333333336
22,2014-11-05,2014-12-04,2015-02-25,2560,60,0.00012667872942984104,0.38333333333333336
23,2015-01-28,2015-02-26,2015-05-20,2620,60,0.0001266914769075811,0.48333333333333334
24,2015-04-22,2015-05-21,2015-08-12,2680,60,0.00010786203347379342,0.4666666666666667
25,2015-07-15,2015-08-13,2015-11-04,2740,60,7.716324034845456e-05,0.5666666666666667
26,2015-10-07,2015-11-05,2016-01-27,2800,60,7.824313070159405e-05,0.4
27,2015-12-30,2016-01-28,2016-04-20,2860,60,6.706814019707963e-05,0.45
28,2016-03-23,2016-04-21,2016-07-13,2920,60,7.977287168614566e-05,0.4
29,2016-06-15,2016-07-14,2016-10-05,2980,60,5.7636691053630784e-05,0.48333333333333334
30,2016-09-07,2016-10-06,2016-12-28,3040,60,0.00011042688129236922,0.4666666666666667
31,2016-11-30,2016-12-29,2017-03-22,3100,60,5.551449430640787e-05,0.4666666666666667
