fold,train_end,test_start,test_end,n_train,n_test,mse,hit
32,2017-02-22,2017-03-23,2017-06-14,3160,60,3.8934558688197285e-05,0.5
33,2017-05-17,2017-06-15,2017-09-06,3220,60,4.562902540783398e-05,0.5666666666666667
34,2017-08-09,2017-09-07,2017-11-29,3280,60,2.9226590413600206e-05,0.5666666666666667
35,2017-11-01,2017-11-30,2018-02-21,3340,60,4.9647012929199263e-05,0.48333333333333334
36,2018-01-24,2018-02-22,2018-05-16,3400,60,3.44894542649854e-05,0.48333333333333334
37,2018-04-18,2018-05-17,2018-08-08,3460,60,4.148536390857771e-05,0.43333333333333335
38,2018-07-11,2018-08-09,2018-10-31,3520,60,3.4275002690264955e-05,0.5833333333333334
39,2018-10-03,2018-11-01,2019-01-23,3580,60,5.098602196085267e-05,0.38333333333333336
40,2018-12-26,2019-01-24,2019-04-17,3640,60,3.550032852217555e-05,0.5666666666666667
41,2019-03-20,2019-04-18,2019-07-10,3700,60,3.9265771192731336e-05,0.3333333333333333
42,2019-06-12,2019-07-11,2019-10-02,3760,60,0.00011757983884308487,0.3333333333333333
43,2019-09-04,2019-10-03,2019-12-25,3820,60,6.811832281528041e-05,0.5
44,2019-11-27,2019-12-26,2020-03-18,3880,60,0.0004400958423502743,0.5666666666666667
45,2020-02-19,2020-03-19,2020-06-10,3940,60,0.0002456608635839075,0.48333333333333334
46,2020-05-13,2020-06-11,2020-09-02,4000,60,5.692120612366125e-05,0.48333333333333334
47,2020-08-05,2020-09-03,2020-11-25,4060,60,6.02272484684363e-05,0.48333333333333334
48,2020-10-28,2020-11-26,2021-02-17,4120,60,7.057664333842695e-05,0.4
49,2021-01-20,2021-02-18,2021-05-12,4180,60,9.581122867530212e-05,0.4166666666666667
50,2021-04-14,2021-05-13,2021-08-04,4240,60,7.502592779928818e-05,0.5166666666666667
51,2021-07-07,2021-08-05,2021-10-27,4300,60,8.507206075591967e-05,0.43333333333333335
52,2021-09-29,2021-10-28,2022-01-19,4360,60,0.00010580152593320236,0.38333333333333336
53,2021-12-22,2022-01-20,2022-04-13,4420,60,0.00014292293053586036,0.55
54,2022-03-16,2022-04-14,2022-07-06,4480,60,0.0001626995945116505,0.4166666666666667
55,2022-06-08,2022-07-07,2022-09-28,4540,60,0.00016697643150109798,0.55
56,2022-08-31,2022-09-29,2022-12-21,4600,60,0.00019565067486837506,0.5166666666666667
57,2022-11-23,2022-12-22,2023-03-15,4660,60,0.00015558050654362887,0.5
58,2023-02-15,2023-03-16,2023-06-07,4720,60,0.000125984224723652,0.43333333333333335
59,2023-05-10,2023-06-08,2023-08-30,4780,60,9.619315824238583e-05,0.5333333333333333
60,2023-08-02,2023-08-31,2023-11-22,4840,60,0.00017574186495039612,0.55
61,2023-10-25,2023-11-23,2024-02-14,4900,60,9.953176049748436e-05,0.5833333333333334
62,2024-01-17,2024-02-15,2024-05-08,4960,60,6.965103966649622e-05,0.38333333333333336
63,2024-04-10,2024-05-09,2024-07-31,5020,60,7.848278619349003e-05,0.45
64,2024-07-03,2024-08-01,2024-10-23,5080,60,6.941174069652334e-05,0.45
65,2024-09-25,2024-10-24,2025-01-15,5140,60,8.796069596428424e-05,0.45
66,2024-12-18,2025-01-16,2025-04-09,5200,60,9.177325409837067e-05,0.5166666666666667
67,2025-03-12,2025-04-10,2025-07-02,5260,60,6.465308979386464e-05,0.45
68,2025-06-04,2025-07-03,2025-09-24,5320,60,4.730595537694171e-05,0.5333333333333333
69,2025-08-27,2025-09-25,2025-12-17,5380,60,3.0235543817980215e-05,0.4666666666666667
70,2025-11-19,2025-12-18,2026-03-11,5440,60,3.2127794838743284e-05,0.55
