fold,train_end,test_start,test_end,n_train,n_test,mse,hit
41,2019-03-21,2019-04-19,2019-07-11,3700,60,6.640862464904785,0.5166666666666667
42,2019-06-13,2019-07-12,2019-10-03,3760,60,7.735771656036377,0.6
43,2019-09-05,2019-10-04,2019-12-26,3820,60,5.153013706207275,0.43333333333333335
44,2019-11-28,2019-12-27,2020-03-19,3880,60,20.639097213745117,0.4166666666666667
45,2020-02-20,2020-03-20,2020-06-11,3940,60,3.1169183254241943,0.7
46,2020-05-14,2020-06-12,2020-09-03,4000,60,9.033181190490723,0.3
47,2020-08-06,2020-09-04,2020-11-26,4060,60,5.402924060821533,0.4166666666666667
48,2020-10-29,2020-11-27,2021-02-18,4120,60,5.496783256530762,0.38333333333333336
49,2021-01-21,2021-02-19,2021-05-13,4180,60,3.948291778564453,0.4166666666666667
50,2021-04-15,2021-05-14,2021-08-05,4240,60,5.19429874420166,0.2
51,2021-07-08,2021-08-06,2021-10-28,4300,60,5.972540855407715,0.43333333333333335
52,2021-09-30,2021-10-29,2022-01-20,4360,60,9.049675941467285,0.6166666666666667
53,2021-12-23,2022-01-21,2022-04-14,4420,60,3.99039363861084,0.6166666666666667
54,2022-03-17,2022-04-15,2022-07-07,4480,60,5.631919860839844,0.6166666666666667
55,2022-06-09,2022-07-08,2022-09-29,4540,60,6.358880996704102,0.48333333333333334
56,2022-09-01,2022-09-30,2022-12-22,4600,60,3.5149285793304443,0.5
57,2022-11-24,2022-12-23,2023-03-16,4660,60,3.972140312194824,0.4666666666666667
58,2023-02-16,2023-03-17,2023-06-08,4720,60,4.613921165466309,0.25
59,2023-05-11,2023-06-09,2023-08-31,4780,60,5.838610649108887,0.4166666666666667
60,2023-08-03,2023-09-01,2023-11-23,4840,60,8.134774208068848,0.48333333333333334
61,2023-10-26,2023-11-24,2024-02-15,4900,60,9.360323905944824,0.18333333333333332
62,2024-01-18,2024-02-16,2024-05-09,4960,60,5.4770307540893555,0.3
63,2024-04-11,2024-05-10,2024-08-01,5020,60,9.285676956176758,0.48333333333333334
64,2024-07-04,2024-08-02,2024-10-24,5080,60,3.6251580715179443,0.5166666666666667
65,2024-09-26,2024-10-25,2025-01-16,5140,60,9.240225791931152,0.4666666666666667
66,2024-12-19,2025-01-17,2025-04-10,5200,60,9.227635383605957,0.5833333333333334
67,2025-03-13,2025-04-11,2025-07-03,5260,60,4.0782365798950195,0.45
68,2025-06-05,2025-07-04,2025-09-25,5320,60,7.311084270477295,0.26666666666666666
69,2025-08-28,2025-09-26,2025-12-18,5380,60,6.867820739746094,0.36666666666666664
70,2025-11-20,2025-12-19,2026-03-12,5440,60,3.7031362056732178,0.45
