,n,mse,hit
SPY,4260.0,6.647793292999268,0.4629107981220657
TLT.O,4260.0,5.635549545288086,0.5023474178403756
GLD,4260.0,10.254776000976562,0.5206572769953052
XLE,4260.0,7.003005504608154,0.4884976525821596
