fold,train_end,test_start,test_end,n_train,n_test,mse,hit
38,2018-07-11,2018-08-09,2018-10-31,3520,60,3.480488157947548e-05,0.4
39,2018-10-03,2018-11-01,2019-01-23,3580,60,3.663705138023943e-05,0.36666666666666664
40,2018-12-26,2019-01-24,2019-04-17,3640,60,3.790074697462842e-05,0.4
41,2019-03-20,2019-04-18,2019-07-10,3700,60,3.4588501875987276e-05,0.5333333333333333
42,2019-06-12,2019-07-11,2019-10-02,3760,60,8.652677206555381e-05,0.5
43,2019-09-04,2019-10-03,2019-12-25,3820,60,8.995721145765856e-05,0.4666666666666667
44,2019-11-27,2019-12-26,2020-03-18,3880,60,0.0004176621150691062,0.5833333333333334
45,2020-02-19,2020-03-19,2020-06-10,3940,60,0.00021531317906919867,0.4666666666666667
46,2020-05-13,2020-06-11,2020-09-02,4000,60,5.3535775805357844e-05,0.43333333333333335
47,2020-08-05,2020-09-03,2020-11-25,4060,60,6.440447032218799e-05,0.45
48,2020-10-28,2020-11-26,2021-02-17,4120,60,5.146967669134028e-05,0.4666666666666667
49,2021-01-20,2021-02-18,2021-05-12,4180,60,8.272522973129526e-05,0.5666666666666667
50,2021-04-14,2021-05-13,2021-08-04,4240,60,0.00010196388029726222,0.48333333333333334
51,2021-07-07,2021-08-05,2021-10-27,4300,60,7.175181235652417e-05,0.5666666666666667
52,2021-09-29,2021-10-28,2022-01-19,4360,60,0.00011870546586578712,0.3333333333333333
53,2021-12-22,2022-01-20,2022-04-13,4420,60,0.00014882256800774485,0.4166666666666667
54,2022-03-16,2022-04-14,2022-07-06,4480,60,0.00016425899229943752,0.36666666666666664
55,2022-06-08,2022-07-07,2022-09-28,4540,60,0.00017244649643544108,0.5333333333333333
56,2022-08-31,2022-09-29,2022-12-21,4600,60,0.00018403217836748809,0.48333333333333334
57,2022-11-23,2022-12-22,2023-03-15,4660,60,0.0001456510799471289,0.4166666666666667
58,2023-02-15,2023-03-16,2023-06-07,4720,60,0.00011269384413026273,0.38333333333333336
59,2023-05-10,2023-06-08,2023-08-30,4780,60,9.704338299343362e-05,0.4
60,2023-08-02,2023-08-31,2023-11-22,4840,60,0.00017341008060611784,0.5
61,2023-10-25,2023-11-23,2024-02-14,4900,60,0.00010355647827964276,0.6
62,2024-01-17,2024-02-15,2024-05-08,4960,60,6.669863796560094e-05,0.5
63,2024-04-10,2024-05-09,2024-07-31,5020,60,7.68623358453624e-05,0.4166666666666667
64,2024-07-03,2024-08-01,2024-10-23,5080,60,7.441470370395109e-05,0.48333333333333334
65,2024-09-25,2024-10-24,2025-01-15,5140,60,8.650289964862168e-05,0.4
66,2024-12-18,2025-01-16,2025-04-09,5200,60,8.485691068926826e-05,0.5
67,2025-03-12,2025-04-10,2025-07-02,5260,60,6.72112000756897e-05,0.43333333333333335
68,2025-06-04,2025-07-03,2025-09-24,5320,60,4.790906314156018e-05,0.5
69,2025-08-27,2025-09-25,2025-12-17,5380,60,3.118490712950006e-05,0.4666666666666667
70,2025-11-19,2025-12-18,2026-03-11,5440,60,2.964428495033644e-05,0.5666666666666667
