fold,train_end,test_start,test_end,n_train,n_test,mse,hit
0,2009-10-14,2009-11-12,2010-02-03,1240,60,9.420565766049549e-05,0.5
1,2010-01-06,2010-02-04,2010-04-28,1300,60,7.182070839917287e-05,0.48333333333333334
2,2010-03-31,2010-04-29,2010-07-21,1360,60,0.00047472791629843414,0.48333333333333334
3,2010-06-23,2010-07-22,2010-10-13,1420,60,0.00020191121438983828,0.43333333333333335
4,2010-09-15,2010-10-14,2011-01-05,1480,60,0.0002220181777374819,0.3333333333333333
5,2010-12-08,2011-01-06,2011-03-30,1540,60,7.274012023117393e-05,0.5666666666666667
6,2011-03-02,2011-03-31,2011-06-22,1600,60,5.531259375857189e-05,0.48333333333333334
7,2011-05-25,2011-06-23,2011-09-14,1660,60,0.0004670950584113598,0.45
8,2011-08-17,2011-09-15,2011-12-07,1720,60,0.0003569319087546319,0.4666666666666667
9,2011-11-09,2011-12-08,2012-02-29,1780,60,7.259105041157454e-05,0.36666666666666664
10,2012-02-01,2012-03-01,2012-05-23,1840,60,6.883898458909243e-05,0.4666666666666667
11,2012-04-25,2012-05-24,2012-08-15,1900,60,0.00012023327872157097,0.5166666666666667
12,2012-07-18,2012-08-16,2012-11-07,1960,60,5.290038825478405e-05,0.43333333333333335
13,2012-10-10,2012-11-08,2013-01-30,2020,60,8.107422763714567e-05,0.4
14,2013-01-02,2013-01-31,2013-04-24,2080,60,5.80218002141919e-05,0.5833333333333334
15,2013-03-27,2013-04-25,2013-07-17,2140,60,6.275170017033815e-05,0.5833333333333334
16,2013-06-19,2013-07-18,2013-10-09,2200,60,6.264593685045838e-05,0.45
17,2013-09-11,2013-10-10,2014-01-01,2260,60,3.066753197344951e-05,0.55
18,2013-12-04,2014-01-02,2014-03-26,2320,60,5.76649144932162e-05,0.5166666666666667
19,2014-02-26,2014-03-27,2014-06-18,2380,60,3.476241181488149e-05,0.5666666666666667
20,2014-05-21,2014-06-19,2014-09-10,2440,60,2.7181667974218726e-05,0.4666666666666667
21,2014-08-13,2014-09-11,2014-12-03,2500,60,6.958479934837669e-05,0.4666666666666667
22,2014-11-05,2014-12-04,2015-02-25,2560,60,8.263145718956366e-05,0.43333333333333335
23,2015-01-28,2015-02-26,2015-05-20,2620,60,4.7791210818104446e-05,0.48333333333333334
24,2015-04-22,2015-05-21,2015-08-12,2680,60,4.956389238941483e-05,0.5333333333333333
25,2015-07-15,2015-08-13,2015-11-04,2740,60,0.00022709689801558852,0.5166666666666667
26,2015-10-07,2015-11-05,2016-01-27,2800,60,0.00012956876889802516,0.4166666666666667
27,2015-12-30,2016-01-28,2016-04-20,2860,60,8.382107625948265e-05,0.5166666666666667
28,2016-03-23,2016-04-21,2016-07-13,2920,60,9.335202048532665e-05,0.4666666666666667
29,2016-06-15,2016-07-14,2016-10-05,2980,60,3.617753827711567e-05,0.43333333333333335
30,2016-09-07,2016-10-06,2016-12-28,3040,60,3.106319491053e-05,0.48333333333333334
31,2016-11-30,2016-12-29,2017-03-22,3100,60,1.918590351124294e-05,0.5166666666666667
32,2017-02-22,2017-03-23,2017-06-14,3160,60,1.7705482605379075e-05,0.4666666666666667
33,2017-05-17,2017-06-15,2017-09-06,3220,60,3.058737638639286e-05,0.4666666666666667
34,2017-08-09,2017-09-07,2017-11-29,3280,60,2.1799334717798047e-05,0.3333333333333333
35,2017-11-01,2017-11-30,2018-02-21,3340,60,0.00010303013550583273,0.5333333333333333
