fold,train_end,test_start,test_end,n_train,n_test,mse,hit
50,2021-04-14,2021-05-13,2021-08-04,4240,60,5.378792775445618e-05,0.4666666666666667
51,2021-07-07,2021-08-05,2021-10-27,4300,60,8.080062252702191e-05,0.4
52,2021-09-29,2021-10-28,2022-01-19,4360,60,5.446682553156279e-05,0.4
53,2021-12-22,2022-01-20,2022-04-13,4420,60,0.00010625253344187513,0.3
54,2022-03-16,2022-04-14,2022-07-06,4480,60,8.266561781056225e-05,0.45
55,2022-06-08,2022-07-07,2022-09-28,4540,60,7.705182360950857e-05,0.4666666666666667
56,2022-08-31,2022-09-29,2022-12-21,4600,60,0.00011694178829202428,0.48333333333333334
57,2022-11-23,2022-12-22,2023-03-15,4660,60,7.761923188809305e-05,0.5166666666666667
58,2023-02-15,2023-03-16,2023-06-07,4720,60,9.291571041103452e-05,0.5
59,2023-05-10,2023-06-08,2023-08-30,4780,60,2.9255526897031814e-05,0.45
60,2023-08-02,2023-08-31,2023-11-22,4840,60,6.230970757314935e-05,0.45
61,2023-10-25,2023-11-23,2024-02-14,4900,60,5.90481904509943e-05,0.4666666666666667
62,2024-01-17,2024-02-15,2024-05-08,4960,60,8.95714110811241e-05,0.4
63,2024-04-10,2024-05-09,2024-07-31,5020,60,0.00011501516564749181,0.45
64,2024-07-03,2024-08-01,2024-10-23,5080,60,6.827244214946404e-05,0.45
65,2024-09-25,2024-10-24,2025-01-15,5140,60,0.00010793399269459769,0.55
66,2024-12-18,2025-01-16,2025-04-09,5200,60,0.00010976425255648792,0.55
67,2025-03-12,2025-04-10,2025-07-02,5260,60,0.0001999756059376523,0.5666666666666667
68,2025-06-04,2025-07-03,2025-09-24,5320,60,6.91052628098987e-05,0.5166666666666667
69,2025-08-27,2025-09-25,2025-12-17,5380,60,0.00023330497788265347,0.45
70,2025-11-19,2025-12-18,2026-03-11,5440,60,0.0006042727036401629,0.5833333333333334
